shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
M040233,40.8375234203,-73.9441204336,150001
M040233,40.8370761181,-73.9442957209,150002
M040233,40.8363790973,-73.94457457,150003
M040233,40.8361376067,-73.9446651169,150004
M040233,40.8360903986,-73.944666963,150005
M040233,40.8360903986,-73.944666963,160001
M040233,40.8359592043,-73.9446724929,160002
M040233,40.8357643025,-73.9446148341,160003
M040233,40.8355995629,-73.9444957159,160004
M040233,40.8354539977,-73.944297079,160005
M040233,40.8353083691,-73.943968347,160006
M040233,40.8346800519,-73.9444242081,160007
M040233,40.8341749299,-73.944795759,160008
M040233,40.8341749299,-73.944795759,170001
M040233,40.834059967,-73.9448800538,170002
M040233,40.8334371355,-73.9453358933,170003
M040233,40.8327649127,-73.9458242873,170004
M040233,40.8324430686,-73.9460590736,170005
M040233,40.8324430686,-73.9460590736,180001
M040233,40.8314698504,-73.946768484,180002
M040233,40.8308442681,-73.9472279037,180003
M040233,40.8305973269,-73.9474084144,180004
M040233,40.8305973269,-73.9474084144,190001
M040233,40.830221427,-73.9476836992,190002
M040233,40.8295958394,-73.9481394883,190003
M040233,40.8293299644,-73.9483340994,190004
M040233,40.8293299644,-73.9483340994,200001
M040233,40.8289729945,-73.9485952666,200002
M040233,40.8283474031,-73.9490510386,200003
M040233,40.8277272992,-73.9495067978,200004
M040233,40.8274433114,-73.9497118904,200005
M040233,40.8274433114,-73.9497118904,210001
M040233,40.8271017025,-73.9499589393,210002
M040233,40.8266209815,-73.9503108757,210003
M040233,40.8266209815,-73.9503108757,220001
M040233,40.826429461,-73.9504508534,220002
M040233,40.8257572158,-73.9509391442,220003
M040233,40.825134361,-73.9513984833,220004
M040233,40.8245087581,-73.9518542026,220005
M040233,40.824246443,-73.9520444457,220006
M040233,40.824246443,-73.9520444457,230001
M040233,40.8238858965,-73.9523062983,230002
M040233,40.8232630346,-73.9527619985,230003
M040233,40.8230009933,-73.9529544021,230004
M040233,40.8230009933,-73.9529544021,240001
M040233,40.8226429156,-73.9532176883,240002
M040233,40.8220585151,-73.9537708974,240003
M040233,40.821811289,-73.9539520828,240004
M040233,40.821811289,-73.9539520828,250001
M040233,40.8214274159,-73.9542338032,250002
M040233,40.8208100327,-73.9546822388,250003
M040233,40.8201350228,-73.9551668346,250004
M040233,40.8200746686,-73.9552427473,250005
M040233,40.8200612233,-73.9552525113,250006
M040233,40.8200612233,-73.9552525113,260001
M040233,40.8188453776,-73.9561287311,260002
M040233,40.8184628703,-73.9564075351,260003
M040233,40.8184628703,-73.9564075351,270001
M040233,40.8182197554,-73.9565843628,270002
M040233,40.8176051102,-73.957039979,270003
M040233,40.8169767381,-73.9574919826,270004
M040233,40.8163620905,-73.9579511946,270005
M040233,40.8161420239,-73.9581146295,270006
M040233,40.8161420239,-73.9581146295,280001
M040233,40.8157831118,-73.9583814741,280002
M040233,40.8151629659,-73.9588262222,280003
M040233,40.8149873489,-73.9589516907,280004
M040233,40.8149873489,-73.9589516907,290001
M040233,40.8144797051,-73.9593143525,290002
M040233,40.8138211446,-73.9598024579,290003
M040233,40.8137058958,-73.95988634,290004
M040233,40.8137058958,-73.95988634,300001
M040233,40.8118783711,-73.9612197342,300002
M040233,40.8116936951,-73.9613491692,300003
M040233,40.8116936951,-73.9613491692,310001
M040233,40.8112444903,-73.9616644378,310002
M040233,40.810572197,-73.9621561164,310003
M040233,40.810287364,-73.9623657988,310004
M040233,40.810287364,-73.9623657988,320001
M040233,40.8099877127,-73.9625863249,320002
M040233,40.8093593193,-73.9630418369,320003
M040233,40.808050392,-73.9639998231,320004
M040233,40.8079082479,-73.9641032115,320005
M040233,40.8079082479,-73.9641032115,330001
M040233,40.8073808321,-73.9644878408,330002
M040233,40.8067469426,-73.9649469321,330003
M040233,40.806598212,-73.9650560995,330004
M040233,40.806598212,-73.9650560995,340001
M040233,40.8061212854,-73.9654060103,340002
M040233,40.8054928805,-73.9658614692,340003
M040233,40.8053364655,-73.9659764159,340004
M040233,40.8053364655,-73.9659764159,350001
M040233,40.8048672195,-73.9663205302,350002
M040233,40.8042113699,-73.9667976581,350003
M040233,40.8041289741,-73.9666098707,350004
M040233,40.8039358867,-73.9661519563,350005
M040233,40.8039358867,-73.9661519563,360001
M040233,40.8029698734,-73.9638617019,360002
M040233,40.8027998477,-73.9634572485,360003
M040233,40.8027998477,-73.9634572485,370001
M040233,40.801799716,-73.9610775156,370002
M040233,40.8017475529,-73.9610378146,370003
M040233,40.8016102076,-73.9607160702,370004
M040233,40.8016102076,-73.9607160702,380001
M040233,40.8011542148,-73.9596475705,380002
M040233,40.8011069656,-73.9595334624,380003
M040233,40.8011069656,-73.9595334624,390001
M040233,40.800673477,-73.9584884422,390002
M040233,40.8005911523,-73.9585354482,390003
M040233,40.8005225382,-73.9585463266,390004
M040233,40.8004566571,-73.9585246963,390005
M040233,40.8003880169,-73.958463337,390006
M040233,40.80033034,-73.9583586285,390007
M040233,40.8003083313,-73.9582177789,390008
M040233,40.8003192708,-73.9581094157,390009
M040233,40.8004042743,-73.9578818134,390010
M040233,40.8004783527,-73.957802305,390011
M040233,40.8004256075,-73.9576755612,390012
M040233,40.8004256075,-73.9576755612,400001
M040233,40.7994701259,-73.9553757915,400002
M040233,40.7993986973,-73.9552060834,400003
M040233,40.7992333122,-73.954814312,400004
M040233,40.7992333122,-73.954814312,410001
M040233,40.798266798,-73.9525233007,410002
M040233,40.7982063545,-73.9523788731,410003
M040233,40.7981692642,-73.9522904115,410004
M040233,40.7981692642,-73.9522904115,420001
M040233,40.7970991105,-73.9497395083,420002
M040233,40.7970798754,-73.949688959,420003
M040233,40.7969563424,-73.9496421003,420004
M040233,40.7968053874,-73.9496530495,420005
M040233,40.7967175342,-73.9496025524,420006
M040233,40.7966571156,-73.9495231411,420007
M040233,40.7966568406,-73.9495220578,420008
M040233,40.7966568406,-73.9495220578,430001
M040233,40.7966241282,-73.9494075924,430002
M040233,40.796215291,-73.9496968357,430003
M040233,40.7955869503,-73.9501595983,430004
M040233,40.7954785679,-73.9502387739,430005
M040233,40.7954785679,-73.9502387739,440001
M040233,40.7949640941,-73.950615125,440002
M040233,40.7942836136,-73.9511104125,440003
M040233,40.7941442245,-73.9512116382,440004
M040233,40.7941442245,-73.9512116382,450001
M040233,40.7936058741,-73.9516020765,450002
M040233,40.79303981,-73.9520149196,450003
M040233,40.79303981,-73.9520149196,460001
M040233,40.7923464273,-73.9525202998,460002
M040233,40.7917208196,-73.9529830069,460003
M040233,40.7915399949,-73.9531124229,460004
M040233,40.7915399949,-73.9531124229,470001
M040233,40.7910842282,-73.9534384903,470002
M040233,40.789204639,-73.9548157015,470003
M040233,40.7891782973,-73.9548352203,470004
M040233,40.7891782973,-73.9548352203,480001
M040233,40.7885817651,-73.9552747522,480002
M040233,40.7881841674,-73.9555675282,480003
M040233,40.7881841674,-73.9555675282,490001
M040233,40.7879040101,-73.955773554,490002
M040233,40.7872207592,-73.9562615158,490003
M040233,40.7866006241,-73.9567205374,490004
M040233,40.7865237926,-73.9567761988,490005
M040233,40.7865237926,-73.9567761988,500001
M040233,40.7859832278,-73.9571687155,500002
M040233,40.7854253745,-73.9575738756,500003
M040233,40.7854253745,-73.9575738756,510001
M040233,40.7853411338,-73.9576349563,510002
M040233,40.7847155049,-73.9580975667,510003
M040233,40.784098107,-73.9585565523,510004
M040233,40.7839625519,-73.9586526891,510005
M040233,40.7839625519,-73.9586526891,520001
M040233,40.7834669797,-73.9590047049,520002
M040233,40.7828331109,-73.9594672944,520003
M040233,40.7822129614,-73.9599226451,520004
M040233,40.782152867,-73.9599663731,520005
M040233,40.782152867,-73.9599663731,530001
M040233,40.7815324396,-73.9604177427,530002
M040233,40.7808491721,-73.9609164426,530003
M040233,40.7804005193,-73.9612438444,530004
M040233,40.7804005193,-73.9612438444,540001
M040233,40.7802399919,-73.9613609274,540002
M040233,40.7795841603,-73.9618379277,540003
M040233,40.7789447915,-73.9623040771,540004
M040233,40.7783109091,-73.9627666038,540005
M040233,40.7776770247,-73.9632291217,540006
M040233,40.7772816007,-73.9635178295,540007
M040233,40.7772816007,-73.9635178295,550001
M040233,40.7769937446,-73.9637277639,550002
M040233,40.7763104623,-73.9642263959,550003
M040233,40.7762141439,-73.9642961316,550004
M040233,40.7762141439,-73.9642961316,560001
M040233,40.7756765708,-73.9646852754,560002
M040233,40.7755777826,-73.9647575386,560003
M040233,40.7755777826,-73.9647575386,570001
M040233,40.7750426785,-73.9651477568,570002
M040233,40.7744060395,-73.9656102307,570003
M040233,40.7743149342,-73.9656767104,570004
M040233,40.7743149342,-73.9656767104,580001
M040233,40.7737721434,-73.9660726944,580002
M040233,40.7731382453,-73.9665351493,580003
M040233,40.772460441,-73.9670373312,580004
M040233,40.7721764195,-73.9672421789,580005
M040233,40.7721764195,-73.9672421789,590001
M040233,40.7717743981,-73.9675322863,590002
M040233,40.7711459835,-73.9679947108,590003
M040233,40.7705477501,-73.9684246199,590004
M040233,40.7705148182,-73.9684426868,590005
M040233,40.7702264058,-73.9686594384,590006
M040233,40.7702264058,-73.9686594384,600001
M040233,40.7699001235,-73.9689050876,600002
M040233,40.7692689575,-73.9693638772,600003
M040233,40.7686460247,-73.9698262645,600004
M040233,40.768198718,-73.9701531847,600005
M040233,40.768198718,-73.9701531847,610001
M040233,40.7680230881,-73.9702814229,610002
M040233,40.7673919137,-73.9707293563,610003
M040233,40.7673274244,-73.9707766768,610004
M040233,40.7673274244,-73.9707766768,620001
M040233,40.7667662297,-73.9711881089,620002
M040233,40.7661405437,-73.971646853,620003
M040233,40.7660538254,-73.9717093433,620004
M040233,40.7660538254,-73.9717093433,630001
M040233,40.7655148541,-73.9720983684,630002
M040233,40.7648973978,-73.9725534819,630003
M040233,40.7642771966,-73.973015808,630004
M040233,40.7641641325,-73.9730974379,630005
M040233,40.7641641325,-73.9730974379,640001
M040233,40.7636569901,-73.9734636858,640002
M040233,40.7629654317,-73.973969341,640003
M040233,40.7622930802,-73.9744569292,640004
M040233,40.7617609615,-73.9748469904,640005
M040233,40.7617609615,-73.9748469904,650001
M040233,40.7616673809,-73.9749156117,650002
M040233,40.7610389349,-73.9753742866,650003
M040233,40.7604187205,-73.9758293402,650004
M040233,40.759886047,-73.9762146871,650005
M040233,40.759886047,-73.9762146871,660001
M040233,40.7597847812,-73.9762879998,660002
M040233,40.7591645638,-73.9767466459,660003
M040233,40.7585361096,-73.9772016767,660004
M040233,40.7579965709,-73.9775938623,660005
M040233,40.7579965709,-73.9775938623,670001
M040233,40.7579103983,-73.977656698,670002
M040233,40.757281941,-73.9781153212,670003
M040233,40.7566534805,-73.9785667167,670004
M040233,40.7561191522,-73.9789599614,670005
M040233,40.7561191522,-73.9789599614,680001
M040233,40.756030509,-73.9790253209,680002
M040233,40.7554047909,-73.9794839174,680003
M040233,40.7548397211,-73.979893399,680004
M040233,40.7548397211,-73.979893399,690001
M040233,40.7547818144,-73.9799352857,690002
M040233,40.7541533484,-73.9803974752,690003
M040233,40.7534809694,-73.9808885433,690004
M040233,40.7529820349,-73.9812503397,690005
M040233,40.7529820349,-73.9812503397,700001
M040233,40.7528140766,-73.9813723814,700002
M040233,40.7521965819,-73.9818237129,700003
M040233,40.7515763407,-73.9822750368,700004
M040233,40.7510310206,-73.9826703901,700005
M040233,40.7510310206,-73.9826703901,710001
M040233,40.7509588418,-73.9827227424,710002
M040233,40.7503413417,-73.9831740488,710003
M040233,40.7497238392,-73.9836217377,710004
M040233,40.7491996472,-73.9840044321,710005
M040233,40.7491996472,-73.9840044321,720001
M040233,40.7491008464,-73.9840766378,720002
M040233,40.7484394293,-73.9845604109,720003
M040233,40.7486047157,-73.9849598973,720004
M040233,40.7486047157,-73.9849598973,730001
M040233,40.749771016,-73.9877794545,730002
M040233,40.749853375,-73.9879382418,730003
M040233,40.7499200886,-73.9880955885,730004
M040233,40.7499200886,-73.9880955885,740001
M040233,40.750989948,-73.9906232847,740002
M040233,40.7503175249,-73.9911106171,740003
M040233,40.7497054813,-73.9915618408,740004
M040233,40.7494880586,-73.991043959,740005
M040234,40.8200612233,-73.9552525113,10001
M040234,40.8188453776,-73.9561287311,10002
M040234,40.8184628703,-73.9564075351,10003
M040234,40.8184628703,-73.9564075351,20001
M040234,40.8182197554,-73.9565843628,20002
M040234,40.8176051102,-73.957039979,20003
M040234,40.8169767381,-73.9574919826,20004
M040234,40.8163620905,-73.9579511946,20005
M040234,40.8161420239,-73.9581146295,20006
M040234,40.8161420239,-73.9581146295,30001
M040234,40.8157831118,-73.9583814741,30002
M040234,40.8151629659,-73.9588262222,30003
M040234,40.8149873489,-73.9589516907,30004
M040234,40.8149873489,-73.9589516907,40001
M040234,40.8144797051,-73.9593143525,40002
M040234,40.8138211446,-73.9598024579,40003
M040234,40.8137058958,-73.95988634,40004
M040234,40.8137058958,-73.95988634,50001
M040234,40.8118783711,-73.9612197342,50002
M040234,40.8116936951,-73.9613491692,50003
M040234,40.8116936951,-73.9613491692,60001
M040234,40.8112444903,-73.9616644378,60002
M040234,40.810572197,-73.9621561164,60003
M040234,40.810287364,-73.9623657988,60004
M040234,40.810287364,-73.9623657988,70001
M040234,40.8099877127,-73.9625863249,70002
M040234,40.8093593193,-73.9630418369,70003
M040234,40.808050392,-73.9639998231,70004
M040234,40.8079082479,-73.9641032115,70005
M040234,40.8079082479,-73.9641032115,80001
M040234,40.8073808321,-73.9644878408,80002
M040234,40.8067469426,-73.9649469321,80003
M040234,40.806598212,-73.9650560995,80004
M040234,40.806598212,-73.9650560995,90001
M040234,40.8061212854,-73.9654060103,90002
M040234,40.8054928805,-73.9658614692,90003
M040234,40.8053364655,-73.9659764159,90004
M040234,40.8053364655,-73.9659764159,100001
M040234,40.8048672195,-73.9663205302,100002
M040234,40.8042113699,-73.9667976581,100003
M040234,40.8041289741,-73.9666098707,100004
M040234,40.8039358867,-73.9661519563,100005
M040234,40.8039358867,-73.9661519563,110001
M040234,40.8029698734,-73.9638617019,110002
M040234,40.8027998477,-73.9634572485,110003
M040234,40.8027998477,-73.9634572485,120001
M040234,40.801799716,-73.9610775156,120002
M040234,40.8017475529,-73.9610378146,120003
M040234,40.8016102076,-73.9607160702,120004
M040234,40.8016102076,-73.9607160702,130001
M040234,40.8011542148,-73.9596475705,130002
M040234,40.8011069656,-73.9595334624,130003
M040234,40.8011069656,-73.9595334624,140001
M040234,40.800673477,-73.9584884422,140002
M040234,40.8005911523,-73.9585354482,140003
M040234,40.8005225382,-73.9585463266,140004
M040234,40.8004566571,-73.9585246963,140005
M040234,40.8003880169,-73.958463337,140006
M040234,40.80033034,-73.9583586285,140007
M040234,40.8003083313,-73.9582177789,140008
M040234,40.8003192708,-73.9581094157,140009
M040234,40.8004042743,-73.9578818134,140010
M040234,40.8004783527,-73.957802305,140011
M040234,40.8004256075,-73.9576755612,140012
M040234,40.8004256075,-73.9576755612,150001
M040234,40.7994701259,-73.9553757915,150002
M040234,40.7993986973,-73.9552060834,150003
M040234,40.7992333122,-73.954814312,150004
M040234,40.7992333122,-73.954814312,160001
M040234,40.798266798,-73.9525233007,160002
M040234,40.7982063545,-73.9523788731,160003
M040234,40.7981692642,-73.9522904115,160004
M040234,40.7981692642,-73.9522904115,170001
M040234,40.7970991105,-73.9497395083,170002
M040234,40.7970798754,-73.949688959,170003
M040234,40.7969563424,-73.9496421003,170004
M040234,40.7968053874,-73.9496530495,170005
M040234,40.7967175342,-73.9496025524,170006
M040234,40.7966571156,-73.9495231411,170007
M040234,40.7966568406,-73.9495220578,170008
M040234,40.7966568406,-73.9495220578,180001
M040234,40.7966241282,-73.9494075924,180002
M040234,40.796215291,-73.9496968357,180003
M040234,40.7955869503,-73.9501595983,180004
M040234,40.7954785679,-73.9502387739,180005
M040234,40.7954785679,-73.9502387739,190001
M040234,40.7949640941,-73.950615125,190002
M040234,40.7942836136,-73.9511104125,190003
M040234,40.7941442245,-73.9512116382,190004
M040234,40.7941442245,-73.9512116382,200001
M040234,40.7936058741,-73.9516020765,200002
M040234,40.79303981,-73.9520149196,200003
M040234,40.79303981,-73.9520149196,210001
M040234,40.7923464273,-73.9525202998,210002
M040234,40.7917208196,-73.9529830069,210003
M040234,40.7915399949,-73.9531124229,210004
M040234,40.7915399949,-73.9531124229,220001
M040234,40.7910842282,-73.9534384903,220002
M040234,40.789204639,-73.9548157015,220003
M040234,40.7891782973,-73.9548352203,220004
M040234,40.7891782973,-73.9548352203,230001
M040234,40.7885817651,-73.9552747522,230002
M040234,40.7881841674,-73.9555675282,230003
M040234,40.7881841674,-73.9555675282,240001
M040234,40.7879040101,-73.955773554,240002
M040234,40.7872207592,-73.9562615158,240003
M040234,40.7866006241,-73.9567205374,240004
M040234,40.7865237926,-73.9567761988,240005
M040234,40.7865237926,-73.9567761988,250001
M040234,40.7859832278,-73.9571687155,250002
M040234,40.7854253745,-73.9575738756,250003
M040234,40.7854253745,-73.9575738756,260001
M040234,40.7853411338,-73.9576349563,260002
M040234,40.7847155049,-73.9580975667,260003
M040234,40.784098107,-73.9585565523,260004
M040234,40.7839625519,-73.9586526891,260005
M040234,40.7839625519,-73.9586526891,270001
M040234,40.7834669797,-73.9590047049,270002
M040234,40.7828331109,-73.9594672944,270003
M040234,40.7822129614,-73.9599226451,270004
M040234,40.782152867,-73.9599663731,270005
M040234,40.782152867,-73.9599663731,280001
M040234,40.7815324396,-73.9604177427,280002
M040234,40.7808491721,-73.9609164426,280003
M040234,40.7804005193,-73.9612438444,280004
M040234,40.7804005193,-73.9612438444,290001
M040234,40.7802399919,-73.9613609274,290002
M040234,40.7795841603,-73.9618379277,290003
M040234,40.7789447915,-73.9623040771,290004
M040234,40.7783109091,-73.9627666038,290005
M040234,40.7776770247,-73.9632291217,290006
M040234,40.7772816007,-73.9635178295,290007
M040234,40.7772816007,-73.9635178295,300001
M040234,40.7769937446,-73.9637277639,300002
M040234,40.7763104623,-73.9642263959,300003
M040234,40.7762141439,-73.9642961316,300004
M040234,40.7762141439,-73.9642961316,310001
M040234,40.7756765708,-73.9646852754,310002
M040234,40.7755777826,-73.9647575386,310003
M040234,40.7755777826,-73.9647575386,320001
M040234,40.7750426785,-73.9651477568,320002
M040234,40.7744060395,-73.9656102307,320003
M040234,40.7743149342,-73.9656767104,320004
M040234,40.7743149342,-73.9656767104,330001
M040234,40.7737721434,-73.9660726944,330002
M040234,40.7731382453,-73.9665351493,330003
M040234,40.772460441,-73.9670373312,330004
M040234,40.7721764195,-73.9672421789,330005
M040234,40.7721764195,-73.9672421789,340001
M040234,40.7717743981,-73.9675322863,340002
M040234,40.7711459835,-73.9679947108,340003
M040234,40.7705477501,-73.9684246199,340004
M040234,40.7705148182,-73.9684426868,340005
M040234,40.7702264058,-73.9686594384,340006
M040234,40.7702264058,-73.9686594384,350001
M040234,40.7699001235,-73.9689050876,350002
M040234,40.7692689575,-73.9693638772,350003
M040234,40.7686460247,-73.9698262645,350004
M040234,40.768198718,-73.9701531847,350005
M040234,40.768198718,-73.9701531847,360001
M040234,40.7680230881,-73.9702814229,360002
M040234,40.7673919137,-73.9707293563,360003
M040234,40.7673274244,-73.9707766768,360004
M040234,40.7673274244,-73.9707766768,370001
M040234,40.7667662297,-73.9711881089,370002
M040234,40.7661405437,-73.971646853,370003
M040234,40.7660538254,-73.9717093433,370004
M040234,40.7660538254,-73.9717093433,380001
M040234,40.7655148541,-73.9720983684,380002
M040234,40.7648973978,-73.9725534819,380003
M040234,40.7642771966,-73.973015808,380004
M040234,40.7641641325,-73.9730974379,380005
M040234,40.7641641325,-73.9730974379,390001
M040234,40.7636569901,-73.9734636858,390002
M040234,40.7629654317,-73.973969341,390003
M040234,40.7622930802,-73.9744569292,390004
M040234,40.7617609615,-73.9748469904,390005
M040234,40.7617609615,-73.9748469904,400001
M040234,40.7616673809,-73.9749156117,400002
M040234,40.7610389349,-73.9753742866,400003
M040234,40.7604187205,-73.9758293402,400004
M040234,40.759886047,-73.9762146871,400005
M040234,40.759886047,-73.9762146871,410001
M040234,40.7597847812,-73.9762879998,410002
M040234,40.7591645638,-73.9767466459,410003
M040234,40.7585361096,-73.9772016767,410004
M040234,40.7579965709,-73.9775938623,410005
M040234,40.7579965709,-73.9775938623,420001
M040234,40.7579103983,-73.977656698,420002
M040234,40.757281941,-73.9781153212,420003
M040234,40.7566534805,-73.9785667167,420004
M040234,40.7561191522,-73.9789599614,420005
M040234,40.7561191522,-73.9789599614,430001
M040234,40.756030509,-73.9790253209,430002
M040234,40.7554047909,-73.9794839174,430003
M040234,40.7548397211,-73.979893399,430004
M040234,40.7548397211,-73.979893399,440001
M040234,40.7547818144,-73.9799352857,440002
M040234,40.7541533484,-73.9803974752,440003
M040234,40.7534809694,-73.9808885433,440004
M040234,40.7529820349,-73.9812503397,440005
M040234,40.7529820349,-73.9812503397,450001
M040234,40.7528140766,-73.9813723814,450002
M040234,40.7521965819,-73.9818237129,450003
M040234,40.7515763407,-73.9822750368,450004
M040234,40.7510310206,-73.9826703901,450005
M040234,40.7510310206,-73.9826703901,460001
M040234,40.7509588418,-73.9827227424,460002
M040234,40.7503413417,-73.9831740488,460003
M040234,40.7497238392,-73.9836217377,460004
M040234,40.7491996472,-73.9840044321,460005
M040234,40.7491996472,-73.9840044321,470001
M040234,40.7491008464,-73.9840766378,470002
M040234,40.7484394293,-73.9845604109,470003
M040234,40.7486047157,-73.9849598973,470004
M040234,40.7486047157,-73.9849598973,480001
M040234,40.749771016,-73.9877794545,480002
M040234,40.749853375,-73.9879382418,480003
M040234,40.7499200886,-73.9880955885,480004
M040234,40.7499200886,-73.9880955885,490001
M040234,40.750989948,-73.9906232847,490002
M040234,40.7503175249,-73.9911106171,490003
M040234,40.7497054813,-73.9915618408,490004
M040234,40.7494880586,-73.991043959,490005
M040235,40.7494600571,-73.990977555,10001
M040235,40.7488764076,-73.9895877731,10002
M040235,40.7488516993,-73.9895264225,10003
M040235,40.7485112745,-73.988714435,10004
M040235,40.7484431887,-73.9885498731,10005
M040235,40.7484431887,-73.9885498731,20001
M040235,40.7482888964,-73.9881767229,20002
M040235,40.7471522663,-73.9854954396,20003
M040235,40.7470751159,-73.9853128413,20004
M040235,40.7470751159,-73.9853128413,30001
M040235,40.746476847,-73.983896817,30002
M040235,40.7466450826,-73.9837744322,30003
M040235,40.7466450826,-73.9837744322,40001
M040235,40.7470970951,-73.9834455427,40002
M040235,40.7477639966,-73.9829581579,40003
M040235,40.7479248211,-73.982840823,40004
M040235,40.7479248211,-73.982840823,50001
M040235,40.748430896,-73.9824707633,50002
M040235,40.7490483947,-73.9820266815,50003
M040235,40.7496658899,-73.9815717641,50004
M040235,40.7501749796,-73.9812009624,50005
M040235,40.7501749796,-73.9812009624,60001
M040235,40.7502806396,-73.9811240573,60002
M040235,40.7509036212,-73.9806727307,60003
M040235,40.7515211115,-73.9802213973,60004
M040235,40.7516484515,-73.980128602,60005
M040235,40.7516484515,-73.980128602,70001
M040235,40.7521413447,-73.9797700547,70002
M040235,40.7527999966,-73.979286208,70003
M040235,40.7529289823,-73.9791908821,70004
M040235,40.7529289823,-73.9791908821,80001
M040235,40.7534778563,-73.9787842989,80002
M040235,40.7540980837,-73.9783329297,80003
M040235,40.7547292869,-73.9778743295,80004
M040235,40.7548780308,-73.9777652758,80005
M040235,40.7548780308,-73.9777652758,90001
M040235,40.7553549986,-73.9774157226,90002
M040235,40.7559779645,-73.9769607174,90003
M040235,40.7561055764,-73.9768682705,90004
M040235,40.7561055764,-73.9768682705,100001
M040235,40.756606418,-73.9765057018,100002
M040235,40.7572321235,-73.9760434596,100003
M040235,40.7574168166,-73.9759102006,100004
M040235,40.7574168166,-73.9759102006,110001
M040235,40.7578578293,-73.9755920373,110002
M040235,40.7584862764,-73.9751333864,110003
M040235,40.7591119777,-73.9746783374,110004
M040235,40.7592925527,-73.9745475993,110005
M040235,40.7592925527,-73.9745475993,120001
M040235,40.7597404219,-73.9742232789,120002
M040235,40.760363374,-73.9737646042,120003
M040235,40.7609890697,-73.9733095296,120004
M040235,40.7611929692,-73.9731607259,120005
M040235,40.7611929692,-73.9731607259,130001
M040235,40.7616120189,-73.9728544476,130002
M040235,40.7622871067,-73.9723596274,130003
M040235,40.7624794791,-73.9722194863,130004
M040235,40.7624794791,-73.9722194863,140001
M040235,40.7629621931,-73.9718684071,140002
M040235,40.7635851355,-73.9714096882,140003
M040235,40.764216312,-73.970958177,140004
M040235,40.7645099438,-73.9707403697,140005
M040235,40.7645099438,-73.9707403697,150001
M040235,40.7648392498,-73.970495831,150002
M040235,40.7654649322,-73.9700406951,150003
M040235,40.7660906127,-73.9695855506,150004
M040235,40.7663145401,-73.9694226358,150005
M040235,40.7663145401,-73.9694226358,160001
M040235,40.7667162915,-73.9691303976,160002
M040235,40.7673419673,-73.968671626,160003
M040235,40.7678765353,-73.9682825645,160004
M040235,40.7678765353,-73.9682825645,170001
M040235,40.7679676423,-73.9682164559,170002
M040235,40.7685960592,-73.9677576657,170003
M040235,40.7688498954,-73.9675734239,170004
M040235,40.7688498954,-73.9675734239,180001
M040235,40.7692189867,-73.9673060899,180002
M040235,40.7698473998,-73.9668472825,180003
M040235,40.7701135829,-73.966652919,180004
M040235,40.7701135829,-73.966652919,190001
M040235,40.770475811,-73.9663884665,190002
M040235,40.771098733,-73.9659368652,190003
M040235,40.7717820222,-73.9654346795,190004
M040235,40.7721870555,-73.9651380591,190005
M040235,40.7721870555,-73.9651380591,200001
M040235,40.7724625654,-73.9649360953,200002
M040235,40.7730992019,-73.9644736284,200003
M040235,40.7737330917,-73.9640111541,200004
M040235,40.7738768829,-73.9639063735,200005
M040235,40.7738768829,-73.9639063735,210001
M040235,40.7743669796,-73.963548671,210002
M040235,40.7750008667,-73.9630897897,210003
M040235,40.7753586955,-73.9628278282,210004
M040235,40.7753586955,-73.9628278282,220001
M040235,40.7756374943,-73.962623677,220002
M040235,40.776318025,-73.9621250352,220003
M040235,40.7770012982,-73.9616263816,220004
M040235,40.7770012982,-73.9616263816,230001
M040235,40.7770012982,-73.9616263816,230002
M040235,40.7776351774,-73.9611674638,230003
M040235,40.778271797,-73.9607013143,230004
M040235,40.7788288374,-73.9602929748,230005
M040235,40.7788288374,-73.9602929748,240001
M040235,40.7789029264,-73.9602387698,240002
M040235,40.7795395421,-73.9597726025,240003
M040235,40.7801734124,-73.9593100388,240004
M040235,40.7808566744,-73.9588149383,240005
M040235,40.7811930901,-73.9585691929,240006
M040235,40.7811930901,-73.9585691929,250001
M040235,40.7815344446,-73.9583198311,250002
M040235,40.7821600773,-73.9578644666,250003
M040235,40.7827116199,-73.9574614995,250004
M040235,40.7827116199,-73.9574614995,260001
M040235,40.7827884516,-73.957405481,260002
M040235,40.783416824,-73.9569464866,260003
M040235,40.7840451945,-73.9564874836,260004
M040235,40.7843997153,-73.9562283421,260005
M040235,40.7843997153,-73.9562283421,270001
M040235,40.784668075,-73.9560320866,270002
M040235,40.7852964404,-73.9555694553,270003
M040235,40.7856745579,-73.9552954827,270004
M040235,40.7856745579,-73.9552954827,280001
M040235,40.7859248066,-73.9551140375,280002
M040235,40.7865504248,-73.9546550018,280003
M040235,40.7869804,-73.9543419827,280004
M040235,40.7869804,-73.9543419827,290001
M040235,40.7872254333,-73.9541634229,290002
M040235,40.7879004396,-73.9536718341,290003
M040235,40.7884500457,-73.9532687988,290004
M040235,40.7884500457,-73.9532687988,300001
M040235,40.7885315399,-73.9532091561,300002
M040235,40.7891681263,-73.9527428542,300003
M040235,40.7903425167,-73.9518911891,300004
M040235,40.7903425167,-73.9518911891,310001
M040235,40.7904193458,-73.9518355189,310002
M040235,40.7910476938,-73.951372808,310003
M040235,40.791408514,-73.9511099959,310004
M040235,40.791408514,-73.9511099959,320001
M040235,40.7916732981,-73.9509173132,320002
