shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
M980150,40.7742777586,-73.9593930715,150002
M980150,40.7736411426,-73.9598555951,150003
M980150,40.7730072707,-73.9603217187,150004
M980150,40.7723733957,-73.960784223,150005
M980150,40.771736774,-73.9612467202,150006
M980150,40.7711056398,-73.9617092053,150007
M980150,40.7704223668,-73.9622114241,150008
M980150,40.7702950412,-73.9623031968,150009
M980150,40.7702950412,-73.9623031968,160001
M980150,40.7697390881,-73.962702802,160002
M980150,40.7691106915,-73.9631616477,160003
M980150,40.7684850366,-73.9636168732,160004
M980150,40.7678593809,-73.9640757002,160005
M980150,40.7677131201,-73.9641833604,160006
M980155,40.8591884208,-73.934203786,10001
M980155,40.8585976518,-73.9344917666,10002
M980155,40.8571079077,-73.9356030281,10003
M980155,40.8567778575,-73.9358484411,10004
M980155,40.8567778575,-73.9358484411,20001
M980155,40.855705945,-73.9366454734,20002
M980155,40.8554288082,-73.9367867175,20003
M980155,40.8551049915,-73.9368918561,20004
M980155,40.8548088896,-73.9369850384,20005
M980155,40.8548088896,-73.9369850384,30001
M980155,40.8533788731,-73.9374357082,30002
M980155,40.8531222865,-73.9375143895,30003
M980155,40.8531222865,-73.9375143895,40001
M980155,40.8521274986,-73.9378200428,40002
M980155,40.8518728388,-73.9379095635,40003
M980155,40.8518728388,-73.9379095635,50001
M980155,40.8515923838,-73.9380085056,50002
M980155,40.8509091015,-73.9382838541,50003
M980155,40.8506149331,-73.9384023249,50004
M980155,40.8506149331,-73.9384023249,60001
M980155,40.8499925691,-73.9386533915,60002
M980155,40.8495068612,-73.9388490252,60003
M980155,40.8492928379,-73.9389685018,60004
M980155,40.8492352164,-73.9390010855,60005
M980155,40.8491858271,-73.9390300471,60006
M980155,40.8490568626,-73.9390988413,60007
M980155,40.8489855157,-73.9391278228,60008
M980155,40.8488153749,-73.9391858108,60009
M980155,40.848746765,-73.9392003315,60010
M980155,40.8486836446,-73.9392148472,60011
M980155,40.8486495218,-73.9390471654,60012
M980155,40.8486495218,-73.9390471654,70001
M980155,40.8486286074,-73.9389438097,70002
M980155,40.8483918829,-73.9376717262,70003
M980155,40.8483391049,-73.9375243045,70004
M980155,40.8483391049,-73.9375243045,80001
M980155,40.8483039195,-73.9374260235,80002
M980155,40.8478696977,-73.936403539,80003
M980155,40.8474192409,-73.9353236141,80004
M980155,40.8474192409,-73.9353236141,90001
M980155,40.8473557529,-73.9351715081,90002
M980155,40.8467621054,-73.9337769273,90003
M980155,40.8466051679,-73.9334033552,90004
M980155,40.8466051679,-73.9334033552,100001
M980155,40.8461519388,-73.9323245582,100002
M980155,40.8462726546,-73.9322376903,100003
M980155,40.8462039436,-73.9320787279,100004
M980155,40.8460198054,-73.9316668786,100005
M980155,40.8459593191,-73.9314934515,100006
M980155,40.845901532,-73.9312441205,100007
M980155,40.8458767542,-73.9311176437,100008
M980155,40.8457421646,-73.9309515231,100009
M980155,40.8455307339,-73.9308035548,100010
M980155,40.8454813097,-73.9307710772,100011
M980155,40.8454428709,-73.9307494312,100012
M980155,40.8453577592,-73.9307061479,100013
M980155,40.8451629029,-73.9307352654,100014
M980155,40.8450010198,-73.9308257916,100015
M980155,40.8443069366,-73.9313722681,100016
M980155,40.8439913884,-73.9315280064,100017
M980155,40.843640116,-73.9316114954,100018
M980155,40.8433985823,-73.9316117437,100019
M980155,40.842712347,-73.931511252,100020
M980155,40.842465326,-73.9315151205,100021
M980155,40.8424076916,-73.9315224082,100022
M980155,40.8420372062,-73.9316059149,100023
M980155,40.8417188936,-73.9317291225,100024
M980155,40.841480173,-73.9318450192,100025
M980155,40.8399518999,-73.932742865,100026
M980155,40.8394772388,-73.9330396935,100027
M980155,40.8391232748,-73.9332171351,100028
M980155,40.8376031998,-73.9340715426,100029
M980155,40.8370653904,-73.9343395024,100030
M980155,40.8359651101,-73.9349513232,100031
M980155,40.8357593061,-73.9350382557,100032
M980155,40.8356742386,-73.935070863,100033
M980155,40.8355946564,-73.9350962372,100034
M980155,40.8350320854,-73.9352630192,100035
M980155,40.8342279415,-73.9353613722,100036
M980155,40.833684504,-73.935387196,100037
M980155,40.833039484,-73.9353625268,100038
M980155,40.8305773585,-73.9351444937,100039
M980155,40.8301107339,-73.9351015866,100040
M980155,40.8286339611,-73.9348898353,100041
M980155,40.8284720417,-73.9349225144,100042
M980155,40.8282359601,-73.9348577042,100043
M980155,40.8278928328,-73.934789386,100044
M980155,40.8274947908,-73.9346849887,100045
M980155,40.827126965,-73.9346239231,100046
M980155,40.8254004426,-73.9344485705,100047
M980155,40.8245687874,-73.934434937,100048
M980155,40.8238057642,-73.9344465283,100049
M980155,40.8222741541,-73.9343396449,100050
M980155,40.8212257197,-73.9344201657,100051
M980155,40.81977923,-73.934374623,100052
M980155,40.8197023781,-73.9343746988,100053
M980155,40.8196063131,-73.9343747935,100054
M980155,40.8195322059,-73.9343748666,100055
M980155,40.8191808643,-73.934342697,100056
M980155,40.8181377458,-73.9341197295,100057
M980155,40.8177782049,-73.9341489881,100058
M980155,40.8171798616,-73.9341568057,100059
M980155,40.8171496718,-73.9341604484,100060
M980155,40.8165376338,-73.9342188581,100061
M980155,40.816359215,-73.9341973579,100062
M980155,40.816095739,-73.9342265204,100063
M980155,40.8159338215,-73.9342628077,100064
M980155,40.8150500813,-73.9343648356,100065
M980155,40.8150226403,-73.9343757007,100066
M980155,40.8149869611,-73.9343793486,100067
M980155,40.8149375583,-73.93438301,100068
M980155,40.8148469869,-73.9343903246,100069
M980155,40.8142898345,-73.9344342256,100070
M980155,40.8142184761,-73.9344415211,100071
M980155,40.8141800521,-73.9344451716,100072
M980155,40.8140153795,-73.9344633969,100073
M980155,40.8139302975,-73.934470706,100074
M980155,40.8125031237,-73.9346093878,100075
M980155,40.8120804724,-73.9346712158,100076
M980155,40.8116002065,-73.9347764496,100077
M980155,40.8114931789,-73.9348054543,100078
M980155,40.8108098507,-73.9349939711,100079
M980155,40.8104421869,-73.9352219133,100080
M980155,40.810335218,-73.9353556771,100081
M980155,40.8099538722,-73.9356594894,100082
M980155,40.8095917044,-73.9359018693,100083
M980155,40.8095587497,-73.9358693896,100084
M980155,40.8095010825,-73.9358188718,100085
M980155,40.8093446819,-73.9359057195,100086
M980155,40.8088563206,-73.9362638119,100087
M980155,40.8082225457,-73.9367267944,100088
M980155,40.8075969971,-73.9371789235,100089
M980155,40.8069741933,-73.9376346539,100090
M980155,40.8063513877,-73.9380903756,100091
M980155,40.8057285783,-73.9385424767,100092
M980155,40.8050563831,-73.9390343481,100093
M980155,40.8047296135,-73.9392741309,100094
M980155,40.8047296135,-73.9392741309,110001
M980155,40.8043814429,-73.9395298241,110002
M980155,40.8037558867,-73.939989125,110003
M980155,40.8031248392,-73.9404484221,110004
M980155,40.8024965344,-73.940907708,110005
M980155,40.8018709707,-73.941363371,110006
M980155,40.8018297539,-73.9412731082,110007
M980155,40.8011839562,-73.9397458326,110008
M980155,40.8005556541,-73.9402051118,110009
M980155,40.7999300948,-73.9406643799,110010
M980155,40.799299046,-73.941127256,110011
M980155,40.7986240944,-73.9416190562,110012
M980155,40.7981354415,-73.9419799386,110013
M980155,40.7981354415,-73.9419799386,120001
M980155,40.7979436566,-73.9421216864,120002
M980155,40.7960724318,-73.9434849055,120003
M980155,40.7954358818,-73.9439477326,120004
M980155,40.7948075624,-73.9444069325,120005
M980155,40.7941792411,-73.9448661238,120006
M980155,40.7935509178,-73.9453253063,120007
M980155,40.792919848,-73.9457844824,120008
M980155,40.7922448775,-73.9462797997,120009
M980155,40.7918794033,-73.9465448119,120010
M980155,40.7918794033,-73.9465448119,130001
M980155,40.7915671585,-73.9467714978,130002
M980155,40.7909388274,-73.9472306443,130003
M980155,40.7903132376,-73.9476861687,130004
M980155,40.7896849043,-73.9481489093,130005
M980155,40.7890538213,-73.9486044207,130006
M980155,40.7884282274,-73.9490635306,130007
M980155,40.7877998869,-73.9495226338,130008
M980155,40.7871715445,-73.9499817284,130009
M980155,40.7865404524,-73.9504335942,130010
M980155,40.7858654613,-73.9509288169,130011
M980155,40.7854472959,-73.9512378719,130012
M980155,40.7854472959,-73.9512378719,140001
M980155,40.7851904695,-73.9514276406,140002
M980155,40.7845648625,-73.9518830862,140003
M980155,40.7839365104,-73.9523421363,140004
M980155,40.7833081564,-73.9528011776,140005
M980155,40.7826798005,-73.9532602103,140006
M980155,40.7820541874,-73.9537192325,140007
M980155,40.7814285725,-73.954178246,140008
M980155,40.7808002081,-73.9546300311,140009
M980155,40.7801718461,-73.95509264,140010
M980155,40.7794968329,-73.9555841574,140011
M980155,40.7792858224,-73.9557381156,140012
M980155,40.7792858224,-73.9557381156,150001
M980155,40.7788135861,-73.9560828916,150002
M980155,40.7781797286,-73.9565454766,150003
M980155,40.7775431259,-73.9570116653,150004
M980155,40.7769092632,-73.957470622,150005
M980155,40.7762754013,-73.9579367911,150006
M980155,40.7756415361,-73.9583993409,150007
M980155,40.7749582754,-73.9588944069,150008
M980155,40.7748383619,-73.958982216,150009
M980155,40.7748383619,-73.958982216,160001
M980155,40.7742777586,-73.9593930715,160002
M980155,40.7736411426,-73.9598555951,160003
M980155,40.7730072707,-73.9603217187,160004
M980155,40.7723733957,-73.960784223,160005
M980155,40.771736774,-73.9612467202,160006
M980155,40.7711056398,-73.9617092053,160007
M980155,40.7704223668,-73.9622114241,160008
M980155,40.7702950412,-73.9623031968,160009
M980155,40.7702950412,-73.9623031968,170001
M980155,40.7697390881,-73.962702802,170002
M980155,40.7691106915,-73.9631616477,170003
M980155,40.7684850366,-73.9636168732,170004
M980155,40.7678593809,-73.9640757002,170005
M980155,40.7677131201,-73.9641833604,170006
M1010255,40.7296154612,-73.9900035433,10001
M1010255,40.7295561656,-73.9899010838,10002
M1010255,40.7298498337,-73.9896737315,10003
M1010255,40.7301325256,-73.9894824596,10004
M1010255,40.7304108246,-73.9892800018,10005
M1010255,40.7304108246,-73.9892800018,20001
M1010255,40.7307226068,-73.9890530017,20002
M1010255,40.7313209195,-73.9886127103,20003
M1010255,40.7317765138,-73.988273465,20004
M1010255,40.7319631446,-73.9881543624,20005
M1010255,40.7326026215,-73.9876815733,20006
M1010255,40.7332914987,-73.9871798997,20007
M1010255,40.7337234868,-73.9868662579,20008
M1010255,40.7337234868,-73.9868662579,30001
M1010255,40.7339776293,-73.9866818245,30002
M1010255,40.7346171005,-73.9862126153,30003
M1010255,40.7352044248,-73.9857867084,30004
M1010255,40.7357890027,-73.9853607946,30005
M1010255,40.7363763233,-73.9849312644,30006
M1010255,40.7369608985,-73.9845089441,30007
M1010255,40.7375454715,-73.9840830079,30008
M1010255,40.7381629764,-73.9836317965,30009
M1010255,40.73882988,-73.9831480874,30010
M1010255,40.7392560935,-73.9828390861,30011
M1010255,40.7392560935,-73.9828390861,40001
M1010255,40.7394967816,-73.9826643687,40002
M1010255,40.7401142802,-73.9822095224,40003
M1010255,40.740731778,-73.9817618849,40004
M1010255,40.7413492734,-73.9813106305,40005
M1010255,40.7419695118,-73.9808593669,40006
M1010255,40.7425870042,-73.9804117045,40007
M1010255,40.7432044942,-73.979960425,40008
M1010255,40.7438247271,-73.9795091363,40009
M1010255,40.7444422135,-73.9790578401,40010
M1010255,40.7450569533,-73.9786065363,40011
M1010255,40.7452081682,-73.9784967775,40012
M1010255,40.7452081682,-73.9784967775,50001
M1010255,40.7457238352,-73.9781227269,50002
M1010255,40.7463907143,-73.9776352988,50003
M1010255,40.7470081938,-73.9771875768,50004
M1010255,40.7476284156,-73.9767362365,50005
M1010255,40.7482431467,-73.9762884988,50006
M1010255,40.748863364,-73.9758335327,50007
M1010255,40.7494808355,-73.9753821683,50008
M1010255,40.750098306,-73.9749344046,50009
M1010255,40.750765172,-73.9744505218,50010
M1010255,40.7511161676,-73.9741952159,50011
M1010255,40.7511161676,-73.9741952159,60001
M1010255,40.7514402686,-73.9739594076,60002
M1010255,40.7520632211,-73.9735043969,60003
M1010255,40.7526916605,-73.9730457661,60004
M1010255,40.7533173541,-73.9725907372,60005
M1010255,40.7539430459,-73.9721356997,60006
M1010255,40.7545687349,-73.9716770442,60007
M1010255,40.7551916772,-73.9712183813,60008
M1010255,40.755530042,-73.9709724315,60009
M1010255,40.755530042,-73.9709724315,70001
M1010255,40.755822852,-73.9707597063,70002
M1010255,40.7564512838,-73.9703154617,70003
M1010255,40.756593986,-73.9702215509,70004
M1010255,40.7570742187,-73.9698495541,70005
M1010255,40.7576998993,-73.9693944652,70006
M1010255,40.7583283218,-73.9689357568,70007
M1010255,40.7589485091,-73.9684806534,70008
M1010255,40.7595769289,-73.9680255375,70009
M1010255,40.7602547419,-73.9675342919,70010
M1010255,40.7609270632,-73.967043039,70011
M1010255,40.7615499866,-73.966584289,70012
M1010255,40.7621783975,-73.9661255276,70013
M1010255,40.7625979777,-73.9658202832,70014
M1010255,40.7625979777,-73.9658202832,80001
M1010255,40.7628040629,-73.9656703688,80002
M1010255,40.7634297254,-73.9652115916,80003
M1010255,40.7640553871,-73.9647564157,80004
M1010255,40.7646810458,-73.9642976213,80005
M1010255,40.7653094484,-73.9638424268,80006
M1010255,40.7659323586,-73.9633836167,80007
M1010255,40.7665580129,-73.9629284065,80008
M1010255,40.7668576671,-73.9627087477,80009
M1010255,40.7668576671,-73.9627087477,90001
M1010255,40.7671836641,-73.9624695777,90002
M1010255,40.7678120593,-73.9620143488,90003
M1010255,40.7684377079,-73.9615591129,90004
M1010255,40.7689151683,-73.9611905992,90005
M1010255,40.7690578652,-73.9611038716,90006
M1010255,40.7697493677,-73.9606016469,90007
M1010255,40.770104174,-73.9603454708,90008
M1010255,40.770104174,-73.9603454708,100001
M1010255,40.7704298928,-73.960110249,100002
M1010255,40.771063764,-73.9596441415,100003
M1010255,40.7716948899,-73.9591816371,100004
M1010255,40.772331502,-73.9587155101,100005
M1010255,40.7729653701,-73.9582565968,100006
M1010255,40.773599235,-73.9577940643,100007
M1010255,40.7742824897,-73.9572953866,100008
M1010255,40.7746361898,-73.957037371,100009
M1010255,40.7746361898,-73.957037371,110001
M1010255,40.7749657422,-73.9567966988,110002
M1010255,40.775599601,-73.9563341385,110003
M1010255,40.7762362013,-73.955867957,110004
M1010255,40.7768673115,-73.9554053809,110005
M1010255,40.7775039107,-73.9549464029,110006
M1010255,40.7781377618,-73.9544838074,110007
M1010255,40.7784854187,-73.9542300989,110008
M1010255,40.7784854187,-73.9542300989,120001
M1010255,40.7788210017,-73.9539850618,120002
M1010255,40.7794960082,-73.9534935332,120003
M1010255,40.7801243653,-73.9530345246,120004
M1010255,40.7807527205,-73.9525755074,120005
M1010255,40.7813865663,-73.9521236993,120006
M1010255,40.7820066806,-73.951657449,120007
M1010255,40.7826322854,-73.9511984078,120008
M1010255,40.7832606331,-73.950739356,120009
M1010255,40.7838889804,-73.9502839065,120010
M1010255,40.7845145796,-73.9498248394,120011
M1010255,40.7851923125,-73.9493332245,120012
M1010255,40.7857729086,-73.9489066739,120013
M1010259,40.8562463838,-73.9286657499,10001
M1010259,40.856178894,-73.9287139007,10002
M1010259,40.8555561288,-73.9291700431,10003
M1010259,40.8549059258,-73.9296442803,10004
M1010259,40.8543204486,-73.9282531964,10005
M1010259,40.8537157026,-73.9268007069,10006
M1010259,40.8534163944,-73.9270190066,10007
M1010259,40.8534163944,-73.9270190066,20001
M1010259,40.8531148909,-73.9272387526,20002
M1010259,40.8524866418,-73.9276948938,20003
M1010259,40.8522147663,-73.9278932749,20004
M1010259,40.8522147663,-73.9278932749,30001
M1010259,40.8518611355,-73.9281510234,30002
M1010259,40.8511835116,-73.9286614201,30003
M1010259,40.8509174277,-73.9289075002,30004
M1010259,40.8505989127,-73.9291424289,30005
M1010259,40.8505989127,-73.9291424289,40001
M1010259,40.8505196267,-73.9292007086,40002
M1010259,40.8499133117,-73.9296314882,40003
M1010259,40.8496416725,-73.9297727434,40004
M1010259,40.8495470229,-73.9298426042,40005
M1010259,40.8495470229,-73.9298426042,50001
M1010259,40.8493124559,-73.9300152652,50002
M1010259,40.848695172,-73.9304677282,50003
M1010259,40.848481177,-73.9306197607,50004
M1010259,40.8482221907,-73.9308087068,50005
M1010259,40.8482221907,-73.9308087068,60001
M1010259,40.8481190351,-73.9308839952,60002
M1010259,40.8477404331,-73.9311627017,60003
M1010259,40.8474276752,-73.9313943495,60004
M1010259,40.8468021538,-73.9318504096,60005
M1010259,40.8467006426,-73.9319228016,60006
M1010259,40.8466128506,-73.9319879506,60007
M1010259,40.8464948796,-73.9320748165,60008
M1010259,40.8463412424,-73.9321870191,60009
M1010259,40.8462726546,-73.9322376903,60010
M1010259,40.8461519388,-73.9323245582,60011
M1010259,40.8458550884,-73.9325402756,60012
M1010259,40.8458550884,-73.9325402756,70001
M1010259,40.8455291561,-73.9327769837,70002
M1010259,40.8449091184,-73.9332330124,70003
M1010259,40.8442451781,-73.9337143761,70004
M1010259,40.843802919,-73.93404046,70005
M1010259,40.843802919,-73.93404046,80001
M1010259,40.8435675226,-73.934213815,80002
M1010259,40.8429392489,-73.9346770532,80003
M1010259,40.8423109734,-73.9351402827,80004
M1010259,40.8420289309,-73.9353415042,80005
M1010259,40.8420289309,-73.9353415042,90001
M1010259,40.8417128674,-73.935567333,90002
M1010259,40.841068126,-73.9360414037,90003
M1010259,40.8406590538,-73.9363363438,90004
M1010259,40.8406590538,-73.9363363438,100001
M1010259,40.8404809934,-73.9364648133,100002
M1010259,40.8398746561,-73.9369063039,100003
M1010259,40.8395234748,-73.9371643158,100004
M1010259,40.8395234748,-73.9371643158,110001
M1010259,40.8394658591,-73.9372066541,110002
M1010259,40.8392930116,-73.9373333071,110003
M1010259,40.8386866748,-73.9377820098,110004
M1010259,40.8384891302,-73.9379195247,110005
M1010259,40.8379074798,-73.9383428963,110006
M1010259,40.8375818104,-73.938580993,110007
M1010259,40.8375818104,-73.938580993,120001
M1010259,40.8372298016,-73.9388386265,120002
M1010259,40.8365658428,-73.9393307203,120003
M1010259,40.8357921275,-73.9398879521,120004
M1010259,40.8354368275,-73.9401560547,120005
M1010259,40.8354368275,-73.9401560547,130001
M1010259,40.8353558904,-73.9402172005,130002
M1010259,40.834730329,-73.9406658674,130003
M1010259,40.8341130018,-73.9411181324,130004
M1010259,40.8334846976,-73.9415776259,130005
M1010259,40.8333066324,-73.9417085972,130006
M1010259,40.8333066324,-73.9417085972,140001
M1010259,40.8328646239,-73.94203349,140002
M1010259,40.8322390642,-73.9425001911,140003
M1010259,40.8319089934,-73.9427364442,140004
M1010259,40.8319089934,-73.9427364442,150001
M1010259,40.8315668497,-73.9429813778,150002
M1010259,40.830889149,-73.9434734,150003
M1010259,40.8302690657,-73.9439256151,150004
M1010259,40.8297304714,-73.9443217448,150005
M1010259,40.8297304714,-73.9443217448,160001
M1010259,40.8296489823,-73.9443814353,160002
M1010259,40.8290206629,-73.9448372537,160003
M1010259,40.8284005758,-73.9452930568,160004
M1010259,40.8280373016,-73.9455578553,160005
M1010259,40.8280373016,-73.9455578553,170001
M1010259,40.8277749974,-73.9457488559,170002
M1010259,40.8271521601,-73.9462010309,170003
M1010259,40.8268887584,-73.9463952793,170004
M1010259,40.8268887584,-73.9463952793,180001
M1010259,40.8265293243,-73.9466604239,180002
M1010259,40.8259037403,-73.9471161974,180003
M1010259,40.8252315091,-73.947604518,180004
M1010259,40.8249277708,-73.9478276926,180005
M1010259,40.8249277708,-73.9478276926,190001
M1010259,40.8245620221,-73.9480964399,190002
M1010259,40.8245126336,-73.9481326104,190003
M1010259,40.823939177,-73.9485521842,190004
M1010259,40.8236022347,-73.9487956093,190005
M1010259,40.8236022347,-73.9487956093,200001
M1010259,40.8233135836,-73.949004309,200002
M1010259,40.8226879915,-73.9494636514,200003
M1010259,40.8220733749,-73.9499193639,200004
M1010259,40.8217026816,-73.9501902596,200005
M1010259,40.8217026816,-73.9501902596,210001
M1010259,40.8214450344,-73.9503786912,210002
M1010259,40.8208276677,-73.9508307757,210003
M1010259,40.8204767276,-73.951086111,210004
M1010259,40.8204767276,-73.951086111,220001
M1010259,40.8195709757,-73.9517457744,220002
M1010259,40.8189234192,-73.9522159196,220003
M1010259,40.8185875684,-73.9524629199,220004
M1010259,40.8185875684,-73.9524629199,230001
M1010259,40.8182347048,-73.9527222135,230002
M1010259,40.8176063527,-73.9531814879,230003
M1010259,40.8163606174,-73.9540891648,230004
M1010259,40.8159877193,-73.9543629058,230005
M1010259,40.8159877193,-73.9543629058,240001
M1010259,40.8157350044,-73.9545484114,240002
M1010259,40.8151121314,-73.9550004222,240003
M1010259,40.8148426774,-73.9551982174,240004
M1010259,40.8148426774,-73.9551982174,250001
M1010259,40.8144865146,-73.9554596517,250002
M1010259,40.8141435199,-73.9557055401,250003
M1010259,40.8133752148,-73.9562696153,250004
M1010259,40.8130160873,-73.9559577253,250005
M1010259,40.8130160873,-73.9559577253,260001
M1010259,40.8117250879,-73.9548365373,260002
M1010259,40.8114347059,-73.9541640899,260003
M1010259,40.8114347059,-73.9541640899,270001
M1010259,40.8113679478,-73.9540095218,270002
M1010259,40.8107635351,-73.9525902477,270003
M1010259,40.8105772574,-73.9521402707,270004
M1010259,40.8105772574,-73.9521402707,280001
M1010259,40.8101728255,-73.9511637645,280002
M1010259,40.8099629203,-73.9506733541,280003
M1010259,40.8099629203,-73.9506733541,290001
M1010259,40.8096508057,-73.9499431608,290002
M1010259,40.8090051204,-73.9484083968,290003
M1010259,40.8089364296,-73.9482458944,290004
M1010259,40.8087498643,-73.9478046118,290005
M1010259,40.8087498643,-73.9478046118,300001
M1010259,40.8084720742,-73.9471481093,300002
M1010259,40.8083209336,-73.946754487,300003
M1010259,40.8082742366,-73.9466750535,300004
M1010259,40.8081203648,-73.9463139464,300005
M1010259,40.8080736659,-73.9462309011,300006
M1010259,40.8079197859,-73.945855347,300007
M1010259,40.8077988737,-73.945548401,300008
M1010259,40.8077439179,-73.9454184037,300009
M1010259,40.8075628367,-73.9449886917,300010
M1010259,40.8075628367,-73.9449886917,310001
M1010259,40.8064139365,-73.9422624217,310002
M1010259,40.8062278961,-73.9418190047,310003
M1010259,40.8062278961,-73.9418190047,320001
M1010259,40.8057351693,-73.9406447562,320002
M1010259,40.8055763303,-73.9402688714,320003
M1010259,40.8055763303,-73.9402688714,330001
M1010259,40.8051168451,-73.9391823905,330002
M1010259,40.8051140966,-73.9391751687,330003
M1010259,40.8049986733,-73.938900752,330004
M1010259,40.8049959247,-73.9388935302,330005
M1010259,40.8048491718,-73.9385458172,330006
M1010259,40.8048491718,-73.9385458172,340001
M1010259,40.8043748277,-73.9374203633,340002
M1010259,40.8038625912,-73.9377950556,340003
M1010259,40.8038625912,-73.9377950556,350001
M1010259,40.8036971497,-73.9379158532,350002
M1010259,40.8030688531,-73.938371555,350003
M1010259,40.8024433014,-73.9388308576,350004
M1010259,40.8018150012,-73.9392865422,350005
M1010259,40.8011839562,-73.9397458326,350006
M1010259,40.8005556541,-73.9402051118,350007
M1010259,40.7999300948,-73.9406643799,350008
M1010259,40.799299046,-73.941127256,350009
M1010259,40.7986240944,-73.9416190562,350010
M1010259,40.7981354415,-73.9419799386,350011
M1010259,40.7981354415,-73.9419799386,360001
M1010259,40.7979436566,-73.9421216864,360002
M1010259,40.7960724318,-73.9434849055,360003
M1010259,40.7954358818,-73.9439477326,360004
M1010259,40.7948075624,-73.9444069325,360005
M1010259,40.7941792411,-73.9448661238,360006
M1010259,40.7935509178,-73.9453253063,360007
M1010259,40.792919848,-73.9457844824,360008
M1010259,40.7922448775,-73.9462797997,360009
M1010259,40.7918794033,-73.9465448119,360010
M1010259,40.7918794033,-73.9465448119,370001
M1010259,40.7915671585,-73.9467714978,370002
M1010259,40.7909388274,-73.9472306443,370003
M1010259,40.7903132376,-73.9476861687,370004
M1010259,40.7896849043,-73.9481489093,370005
M1010259,40.7890538213,-73.9486044207,370006
M1010259,40.7885047803,-73.9490071366,370007
M1010259,40.7885047803,-73.9490071366,380001
M1010259,40.7884282274,-73.9490635306,380002
M1010259,40.7877998869,-73.9495226338,380003
M1010259,40.7871715445,-73.9499817284,380004
M1010259,40.7865404524,-73.9504335942,380005
M1010259,40.7858654613,-73.9509288169,380006
M1010259,40.7854472959,-73.9512378719,380007
M1010259,40.7854472959,-73.9512378719,390001
M1010259,40.7851904695,-73.9514276406,390002
M1010259,40.7845648625,-73.9518830862,390003
M1010259,40.7839365104,-73.9523421363,390004
M1010259,40.7833081564,-73.9528011776,390005
M1010259,40.7826798005,-73.9532602103,390006
M1010259,40.7820541874,-73.9537192325,390007
M1010259,40.7814285725,-73.954178246,390008
M1010259,40.7808002081,-73.9546300311,390009
M1010259,40.7801718461,-73.95509264,390010
M1010259,40.7794968329,-73.9555841574,390011
M1010259,40.7792858224,-73.9557381156,390012
M1010259,40.7792858224,-73.9557381156,400001
M1010259,40.7788135861,-73.9560828916,400002
M1010259,40.7781797286,-73.9565454766,400003
M1010259,40.7775431259,-73.9570116653,400004
M1010259,40.7769092632,-73.957470622,400005
M1010259,40.7762754013,-73.9579367911,400006
M1010259,40.7756415361,-73.9583993409,400007
M1010259,40.7749582754,-73.9588944069,400008
M1010259,40.7748383619,-73.958982216,400009
M1010259,40.7748383619,-73.958982216,410001
M1010259,40.7742777586,-73.9593930715,410002
M1010259,40.7736411426,-73.9598555951,410003
M1010259,40.7730072707,-73.9603217187,410004
M1010259,40.7723733957,-73.960784223,410005
M1010259,40.771736774,-73.9612467202,410006
M1010259,40.7711056398,-73.9617092053,410007
M1010259,40.7704223668,-73.9622114241,410008
M1010259,40.7702950412,-73.9623031968,410009
M1010259,40.7702950412,-73.9623031968,420001
M1010259,40.7697390881,-73.962702802,420002
M1010259,40.7691106915,-73.9631616477,420003
M1010259,40.7684850366,-73.9636168732,420004
M1010259,40.7678593809,-73.9640757002,420005
M1010259,40.7676955577,-73.9641960052,420006
M1010259,40.7676955577,-73.9641960052,430001
M1010259,40.7676233877,-73.9642491126,430002
M1010259,40.767579482,-73.9642816271,430003
M1010259,40.7672337223,-73.9645309085,430004
M1010259,40.7666080629,-73.9649897183,430005
M1010259,40.7659824006,-73.9654449094,430006
M1010259,40.7653567364,-73.9659000921,430007
M1010259,40.7647310713,-73.9663588761,430008
M1010259,40.7641054034,-73.9668140415,430009
M1010259,40.7634797346,-73.9672728083,430010
M1010259,40.7628513182,-73.967727958,430011
M1010259,40.7622256457,-73.9681867076,430012
M1010259,40.7620865154,-73.9682878486,430013
M1010259,40.7620865154,-73.9682878486,440001
M1010259,40.7615999703,-73.9686418388,440002
M1010259,40.7609276422,-73.9691330805,440003
M1010259,40.7602498224,-73.9696243148,440004
M1010259,40.7596241412,-73.9700794189,440005
M1010259,40.7590012028,-73.9705345134,440006
M1010259,40.758372774,-73.9709932113,440007
M1010259,40.7577470872,-73.9714482897,440008
M1010259,40.7571241441,-73.9719069681,440009
M1010259,40.7565703532,-73.9723096617,440010
M1010259,40.7565703532,-73.9723096617,450001
M1010259,40.7564984536,-73.9723620294,450002
M1010259,40.7558700173,-73.9728206929,450003
M1010259,40.755244323,-73.9732757371,450004
M1010259,40.7546186277,-73.9737343822,450005
M1010259,40.7539929297,-73.9741894093,450006
M1010259,40.7533672306,-73.9746480372,450007
M1010259,40.7527415289,-73.9751030471,450008
M1010259,40.7521158253,-73.9755580485,450009
M1010259,40.751440722,-73.9760491515,450010
M1010259,40.7513131109,-73.9761423153,450011
M1010259,40.7513131109,-73.9761423153,460001
M1010259,40.7507738501,-73.9765366324,460002
M1010259,40.7501563735,-73.9769843858,460003
M1010259,40.7495388957,-73.9774357399,460004
M1010259,40.7489214162,-73.9778870857,460005
M1010259,40.7483011901,-73.9783384241,460006
M1010259,40.7476837069,-73.9787897531,460007
M1010259,40.7470662212,-73.9792374648,460008
